Source,Target,Weight
300142,300528,0
300142,300558,0
300142,300583,0
300142,300585,0
300142,300601,0
300142,600088,1
300142,600107,0
300142,600136,1
300142,600178,0
300142,600213,0
300142,600300,0
300142,600351,0
300142,600375,1
300142,600385,0
300142,600501,0
300142,600715,0
300142,600771,0
300142,600789,1
300142,600812,0
300142,600851,0
300147,000403,1
300147,000518,0
300147,000534,0
300147,000590,0
300147,000729,0
300147,000788,0
300147,002252,0
300147,002581,0
300147,002646,0
300147,002821,1
300147,300009,0
300147,300204,0
300147,300436,0
300147,300528,0
300147,300558,0
300147,300583,0
300147,300585,0
300147,300601,0
300147,600351,0
300147,600771,0
300147,600789,1
300147,600812,0
300147,600851,0
300158,000700,1
300158,000790,1
300158,000860,1
300158,002317,1
300158,002363,1
300158,002390,0
300158,002434,1
300158,002510,1
300158,002536,1
300158,002773,1
300158,300005,1
300158,300233,0
300158,300482,1
300158,600059,1
300158,600400,1
300158,600519,0
300158,600613,1
300158,600809,1
300158,601799,1
300158,603456,1
300176,000030,1
300176,000802,0
300176,000892,0
300176,000927,0
300176,000981,0
300176,002102,1
300176,002740,0
300176,300006,0
300176,300111,0
300176,300133,0
300176,300336,0
300176,300439,0
300176,603555,0
300181,000403,1
300181,000518,0
300181,000534,0
300181,000550,0
300181,000590,0
300181,000729,0
300181,000788,0
300181,000800,0
300181,000868,0
300181,000929,0
300181,000931,0
300181,000957,0
300181,002030,0
300181,002101,0
300181,002118,0
300181,002213,0
300181,002239,1
300181,002252,0
300181,002265,0
300181,002291,0
300181,002355,0
300181,002411,1
300181,002488,0
300181,002562,0
300181,002581,0
300181,002594,0
300181,002612,0
300181,002625,0
300181,002646,0
300181,002675,0
300181,002693,0
300181,002708,0
300181,002715,0
300181,002725,0
300181,002817,1
300181,002821,1
300181,002826,1
300181,300009,0
300181,300110,0
300181,300142,0
300181,300147,0
300181,300204,0
300181,300239,0
300181,300254,0
300181,300267,0
300181,300289,0
300181,300357,0
300181,300436,0
300181,300528,0
300181,300534,0
300181,300558,0
300181,300573,0
300181,300583,0
300181,300585,0
300181,300601,0
300181,600084,0
300181,600088,1
300181,600107,0
300181,600136,1
300181,600148,0
300181,600166,0
300181,600178,0
300181,600201,0
300181,600213,0
300181,600222,1
300181,600267,0
300181,600276,0
300181,600300,0
300181,600303,1
300181,600351,0
300181,600375,1
300181,600385,0
300181,600418,0
300181,600501,0
300181,600543,0
300181,600573,0
300181,600616,0
300181,600698,0
300181,600715,0
300181,600733,0
300181,600771,0
300181,600789,1
300181,600812,0
300181,600851,0
300181,600962,0
300181,601127,0
300181,601718,0
300181,603168,0
300181,603566,1
300181,603658,1
300181,603718,0
300182,000030,1
300182,000423,0
300182,000566,0
300182,000581,1
300182,000625,0
300182,000760,0
300182,000766,0
300182,000802,0
300182,000892,0
300182,000908,0
300182,000927,0
300182,000981,0
300182,002048,1
300182,002102,1
300182,002198,0
300182,002219,0
300182,002370,0
300182,002435,0
300182,002437,0
300182,002445,0
300182,002486,0
300182,002502,0
300182,002592,0
300182,002656,0
300182,002662,0
300182,002703,0
300182,002740,0
300182,002750,0
300182,002765,0
300182,300006,0
300182,300027,0
300182,300100,0
300182,300111,0
300182,300133,0
300182,300176,0
300182,300199,0
300182,300336,0
300182,300439,0
300182,600146,0
300182,600177,1
300182,600189,0
300182,600199,0
300182,600227,0
300182,600238,0
300182,600365,0
300182,600480,0
300182,600530,0
300182,600572,0
300182,600781,1
300182,601777,0
300182,603009,0
300182,603555,0
300182,603779,0
300194,000156,0
300194,000513,0
300194,000538,1
300194,000858,1
300194,002019,0
300194,002022,1
300194,002126,0
300194,002294,1
300194,002304,0
300194,002566,1
300194,002590,1
300194,002603,0
300194,002688,0
300194,002755,1
300194,300026,1
300194,300039,0
300194,300119,1
300194,300428,1
300194,300485,1
300194,300580,1
300194,600196,0
300194,600211,1
300194,600380,0
300194,600513,1
300194,600535,0
300194,600559,0
300194,600594,1
300194,600699,0
300194,600702,1
300194,603006,1
300194,603166,0
300194,603306,1
300194,603369,1
300194,603567,1
300194,603919,0
300194,603997,1
300199,000030,1
300199,000423,0
300199,000566,0
300199,000581,1
300199,000625,0
300199,000760,0
300199,000766,0
300199,000802,0
300199,000892,0
300199,000908,0
300199,000927,0
300199,000981,0
300199,002048,1
300199,002102,1
300199,002198,0
300199,002219,0
300199,002370,0
300199,002435,0
300199,002437,0
300199,002445,0
300199,002486,0
300199,002502,0
300199,002592,0
300199,002656,0
300199,002662,0
300199,002703,0
300199,002740,0
300199,002750,0
300199,002765,0
300199,300006,0
300199,300027,0
300199,300100,0
300199,300111,0
300199,300133,0
300199,300176,0
300199,300336,0
300199,300439,0
300199,600146,0
300199,600177,1
300199,600189,0
300199,600199,0
300199,600227,0
300199,600238,0
300199,600365,0
300199,600480,0
300199,600530,0
300199,600572,0
300199,600781,1
300199,601777,0
300199,603009,0
300199,603555,0
300199,603779,0
300204,000403,1
300204,000518,0
300204,000534,0
300204,000590,0
300204,000788,0
300204,002581,0
300204,002646,0
300204,002821,1
300204,300009,0
300204,300436,0
300204,300528,0
300204,300558,0
300204,300583,0
300204,300585,0
300204,300601,0
300204,600351,0
300204,600771,0
300204,600789,1
300204,600812,0
300204,600851,0
300233,000700,1
300233,000790,1
300233,000860,1
300233,002317,1
300233,002363,1
300233,002390,0
300233,002434,1
300233,002510,1
300233,002536,1
300233,002773,1
300233,300005,1
300233,300482,1
300233,600059,1
300233,600400,1
300233,600519,0
300233,600613,1
300233,600809,1
300233,601799,1
300233,603456,1
300239,000403,1
300239,000518,0
300239,000534,0
300239,000590,0
300239,000729,0
300239,000788,0
300239,000800,0
300239,000868,0
300239,000929,0
300239,000931,0
300239,000957,0
300239,002101,0
300239,002239,1
300239,002252,0
300239,002265,0
300239,002355,0
300239,002488,0
300239,002562,0
300239,002581,0
300239,002612,0
300239,002646,0
300239,002693,0
300239,002715,0
300239,002817,1
300239,002821,1
300239,002826,1
300239,300009,0
300239,300110,0
300239,300142,0
300239,300147,0
300239,300204,0
300239,300436,0
300239,300528,0
300239,300534,0
300239,300558,0
300239,300583,0
300239,300585,0
300239,300601,0
300239,600088,1
300239,600107,0
300239,600136,1
300239,600178,0
300239,600213,0
300239,600276,0
300239,600300,0
300239,600351,0
300239,600375,1
300239,600385,0
300239,600501,0
300239,600543,0
300239,600715,0
300239,600771,0
300239,600789,1
300239,600812,0
300239,600851,0
300239,601718,0
300239,603168,0
300239,603718,0
300251,000700,1
300251,000790,1
300251,000860,1
300251,002317,1
300251,002363,1
300251,002390,0
300251,002434,1
300251,002510,1
300251,002536,1
300251,002653,1
300251,002773,1
300251,300005,1
300251,300158,0
300251,300233,0
300251,300482,1
300251,600059,1
300251,600085,0
300251,600400,1
300251,600519,0
300251,600613,1
300251,600809,1
300251,601799,1
300251,603456,1
300254,000403,1
300254,000518,0
300254,000534,0
300254,000550,0
300254,000590,0
300254,000729,0
300254,000788,0
300254,000800,0
300254,000868,0
300254,000929,0
300254,000931,0
300254,000957,0
300254,002030,0
300254,002101,0
300254,002118,0
300254,002213,0
300254,002239,1
300254,002252,0
300254,002265,0
300254,002291,0
300254,002355,0
300254,002411,1
300254,002488,0
300254,002562,0
300254,002581,0
300254,002594,0
300254,002612,0
300254,002625,0
300254,002646,0
300254,002675,0
300254,002693,0
300254,002708,0
300254,002715,0
300254,002725,0
300254,002817,1
300254,002821,1
300254,002826,1
300254,300009,0
300254,300110,0
300254,300142,0
300254,300147,0
300254,300204,0
300254,300239,0
300254,300267,0
300254,300289,0
300254,300357,0
300254,300436,0
300254,300528,0
300254,300534,0
300254,300558,0
300254,300573,0
300254,300583,0
300254,300585,0
300254,300601,0
300254,600084,0
300254,600088,1
300254,600107,0
300254,600136,1
300254,600166,0
300254,600178,0
300254,600201,0
300254,600213,0
300254,600267,0
300254,600276,0
300254,600300,0
300254,600303,1
300254,600351,0
300254,600375,1
300254,600385,0
300254,600418,0
300254,600501,0
300254,600543,0
300254,600573,0
300254,600616,0
300254,600698,0
300254,600715,0
300254,600771,0
300254,600789,1
300254,600812,0
300254,600851,0
300254,601127,0
300254,601718,0
300254,603168,0
300254,603566,1
300254,603658,1
300254,603718,0
300255,000156,0
300255,000513,0
300255,000538,1
300255,000568,1
300255,000858,1
300255,000919,1
300255,002019,0
300255,002022,1
300255,002126,0
300255,002275,1
300255,002294,1
300255,002304,0
300255,002332,0
300255,002550,0
300255,002566,1
300255,002590,1
300255,002603,0
300255,002664,0
300255,002688,0
300255,002755,1
300255,300026,1
300255,300039,0
300255,300119,1
300255,300194,0
300255,300258,1
300255,300406,0
300255,300428,1
300255,300434,1
300255,300452,1
300255,300485,1
300255,300580,1
300255,600006,0
300255,600079,0
300255,600081,0
300255,600196,0
300255,600211,1
300255,600332,1
300255,600380,0
300255,600422,1
300255,600513,1
300255,600535,0
300255,600559,0
300255,600594,1
300255,600699,0
300255,600702,1
300255,601566,1
300255,601579,1
300255,603006,1
300255,603089,1
300255,603158,1
300255,603166,0
300255,603306,1
300255,603358,1
300255,603369,1
300255,603567,1
300255,603788,0
300255,603919,0
300255,603997,1
300258,000156,1
300258,000513,1
300258,000538,0
300258,000700,1
300258,000858,0
300258,002019,1
300258,002022,0
300258,002126,1
300258,002287,1
300258,002294,0
300258,002304,1
300258,002317,1
300258,002434,1
300258,002536,1
300258,002550,1
300258,002566,0
300258,002590,0
300258,002603,1
300258,002688,1
300258,300005,1
300258,300026,0
300258,300039,1
300258,300119,0
300258,300194,1
300258,300434,0
300258,300485,0
300258,600059,1
300258,600079,1
300258,600196,1
300258,600380,1
300258,600513,0
300258,600535,1
300258,600559,1
300258,600594,0
300258,600671,1
300258,600699,1
300258,601579,0
300258,601799,1
300258,603006,0
300258,603158,0
300258,603166,1
300258,603358,0
300258,603369,0
300258,603567,0
300258,603919,1
300258,603997,0
300267,000403,1
300267,000518,0
300267,000534,0
300267,000590,0
300267,000729,0
300267,000788,0
300267,000800,0
300267,000868,0
300267,000929,0
300267,000931,0
300267,000957,0
300267,002101,0
300267,002239,1
300267,002252,0
300267,002265,0
300267,002355,0
300267,002488,0
300267,002562,0
300267,002581,0
300267,002612,0
300267,002646,0
300267,002693,0
300267,002715,0
300267,002817,1
300267,002821,1
300267,002826,1
300267,300009,0
300267,300110,0
300267,300142,0
300267,300147,0
300267,300204,0
300267,300239,0
300267,300436,0
300267,300528,0
300267,300534,0
300267,300558,0
300267,300583,0
300267,300585,0
300267,300601,0
300267,600088,1
300267,600107,0
300267,600136,1
300267,600178,0
300267,600213,0
300267,600276,0
300267,600300,0
300267,600351,0
300267,600375,1
300267,600385,0
300267,600501,0
300267,600543,0
300267,600715,0
300267,600771,0
300267,600789,1
300267,600812,0
300267,600851,0
300267,601718,0
300267,603168,0
300267,603718,0
300289,000403,1
300289,000518,0
300289,000534,0
300289,000550,0
300289,000590,0
300289,000729,0
300289,000788,0
300289,000800,0
300289,000868,0
300289,000929,0
300289,000931,0
300289,000957,0
300289,002030,0
300289,002101,0
300289,002118,0
300289,002213,0
300289,002239,1
300289,002252,0
300289,002265,0
300289,002291,0
300289,002355,0
300289,002488,0
300289,002562,0
300289,002581,0
300289,002594,0
300289,002612,0
300289,002646,0
300289,002675,0
300289,002693,0
300289,002708,0
300289,002715,0
300289,002725,0
300289,002817,1
300289,002821,1
300289,002826,1
300289,300009,0
300289,300110,0
300289,300142,0
300289,300147,0
300289,300204,0
300289,300239,0
300289,300267,0
300289,300357,0
300289,300436,0
300289,300528,0
300289,300534,0
300289,300558,0
300289,300573,0
300289,300583,0
300289,300585,0
300289,300601,0
300289,600088,1
300289,600107,0
300289,600136,1
300289,600166,0
300289,600178,0
300289,600213,0
300289,600267,0
300289,600276,0
300289,600300,0
300289,600303,1
300289,600351,0
300289,600375,1
300289,600385,0
300289,600501,0
300289,600543,0
300289,600573,0
300289,600698,0
300289,600715,0
300289,600771,0
300289,600789,1
300289,600812,0
300289,600851,0
300289,601718,0
300289,603168,0
300289,603566,1
300289,603658,1
300289,603718,0
300291,000403,1
300291,000597,1
300291,000790,0
300291,000799,1
300291,000813,0
300291,000860,0
300291,000989,1
300291,002007,1
300291,002166,0
300291,002239,1
300291,002363,0
300291,002390,1
300291,002433,1
300291,002510,0
300291,002568,0
300291,002653,0
300291,002762,0
300291,002773,0
300291,002817,1
300291,002821,1
300291,002826,1
300291,300158,1
300291,300233,1
300291,300251,1
300291,300363,0
300291,300482,0
300291,600085,1
300291,600088,1
300291,600132,1
300291,600136,1
300291,600161,0
300291,600195,1
300291,600216,1
300291,600303,1
300291,600375,1
300291,600400,0
300291,600519,1
300291,600521,1
300291,600523,0
300291,600613,0
300291,600789,1
300291,600809,0
300291,600960,0
300291,601689,0
300291,603456,0
300291,603566,1
300291,603658,1
300294,000538,1
300294,000568,1
300294,000596,0
300294,000597,1
300294,000700,0
300294,000799,1
300294,000858,1
300294,000915,0
300294,000919,1
300294,000989,1
300294,002007,1
300294,002022,1
300294,002287,0
300294,002294,1
300294,002317,0
300294,002328,1
300294,002365,0
300294,002390,1
300294,002433,1
300294,002434,0
300294,002536,0
300294,002566,1
300294,002569,0
300294,002590,1
300294,300005,0
300294,300026,1
300294,300119,1
300294,300158,1
300294,300233,1
300294,300251,1
300294,300258,1
300294,300381,0
300294,300434,1
300294,300452,1
300294,300485,1
300294,600059,0
300294,600085,1
300294,600132,1
300294,600195,1
300294,600216,1
300294,600299,1
300294,600513,1
300294,600519,1
300294,600521,1
300294,600594,1
300294,600671,0
300294,600779,0
300294,601579,1
300294,601799,0
300294,603006,1
300294,603089,1
300294,603158,1
300294,603239,0
300294,603358,1
300294,603369,1
300294,603567,1
300294,603997,1
300304,000153,0
300304,000156,1
300304,000513,1
300304,000538,0
300304,000559,0
300304,000568,0
300304,000596,1
300304,000700,1
300304,000739,0
300304,000858,0
300304,000915,1
300304,000919,0
300304,002001,1
300304,002019,1
300304,002022,0
300304,002038,0
300304,002126,1
300304,002287,1
300304,002294,0
300304,002304,1
300304,002317,1
300304,002328,0
300304,002332,1
300304,002343,1
300304,002365,1
300304,002393,0
300304,002399,1
300304,002404,1
300304,002412,0
300304,002434,1
300304,002503,1
300304,002536,1
300304,002550,1
300304,002566,0
300304,002569,1
300304,002590,0
300304,002603,1
300304,002664,1
300304,002688,1
300304,002728,1
300304,300005,1
300304,300026,0
300304,300039,1
300304,300119,0
300304,300194,1
300304,300255,1
300304,300258,0
300304,300294,1
300304,300381,1
300304,300406,1
300304,300434,0
300304,300452,0
300304,300463,0
300304,300485,0
300304,300501,0
300304,300519,1
300304,600006,1
300304,600059,1
300304,600079,1
300304,600081,1
300304,600196,1
300304,600299,0
300304,600380,1
300304,600513,0
300304,600535,1
300304,600559,1
300304,600594,0
300304,600671,1
300304,600686,0
300304,600699,1
300304,600779,1
300304,601579,0
300304,601799,1
300304,603006,0
300304,603037,1
300304,603089,0
300304,603158,0
300304,603166,1
300304,603239,1
300304,603358,0
300304,603369,0
300304,603567,0
300304,603788,1
300304,603919,1
300304,603997,0
300336,000030,1
300336,603555,0
300357,000403,1
300357,000518,0
300357,000534,0
300357,000550,0
300357,000590,0
300357,000729,0
300357,000788,0
300357,000800,0
300357,000868,0
300357,000929,0
300357,000931,0
300357,000957,0
300357,002030,0
300357,002101,0
300357,002118,0
300357,002239,1
300357,002252,0
300357,002265,0
300357,002355,0
300357,002488,0
300357,002562,0
300357,002581,0
300357,002594,0
300357,002612,0
300357,002646,0
300357,002675,0
300357,002693,0
300357,002708,0
300357,002715,0
300357,002725,0
300357,002817,1
300357,002821,1
300357,002826,1
300357,300009,0
300357,300110,0
300357,300142,0
300357,300147,0
300357,300204,0
300357,300239,0
300357,300267,0
300357,300436,0
300357,300528,0
300357,300534,0
300357,300558,0
300357,300573,0
300357,300583,0
300357,300585,0
300357,300601,0
300357,600088,1
300357,600107,0
300357,600136,1
300357,600178,0
300357,600213,0
300357,600267,0
300357,600276,0
300357,600300,0
300357,600303,1
300357,600351,0
300357,600375,1
300357,600385,0
300357,600501,0
300357,600543,0
300357,600573,0
300357,600698,0
300357,600715,0
300357,600771,0
300357,600789,1
300357,600812,0
300357,600851,0
300357,601718,0
300357,603168,0
300357,603566,1
300357,603658,1
300357,603718,0
300363,000403,1
300363,000790,0
300363,000860,0
300363,002239,1
300363,002363,0
300363,002390,1
300363,002433,1
300363,002510,0
300363,002653,0
300363,002773,0
300363,002821,1
300363,002826,1
300363,300158,1
300363,300233,1
300363,300251,1
300363,300482,0
300363,600085,1
300363,600088,1
300363,600136,1
300363,600375,1
300363,600400,0
300363,600519,1
300363,600613,0
300363,600789,1
300363,600809,0
300363,603456,0
300381,000538,1
300381,000568,1
300381,000596,0
300381,000700,0
300381,000799,1
300381,000858,1
300381,000919,1
300381,002022,1
300381,002287,0
300381,002294,1
300381,002317,0
300381,002365,0
300381,002390,1
300381,002433,1
300381,002434,0
300381,002536,0
300381,002566,1
300381,002590,1
300381,300005,0
300381,300026,1
300381,300119,1
300381,300158,1
300381,300233,1
300381,300251,1
300381,300258,1
300381,300434,1
300381,300452,1
300381,300485,1
300381,600059,0
300381,600085,1
300381,600132,1
300381,600195,1
300381,600216,1
300381,600513,1
300381,600519,1
300381,600521,1
300381,600594,1
300381,600671,0
300381,601579,1
300381,601799,0
300381,603006,1
300381,603089,1
300381,603158,1
300381,603239,0
300381,603358,1
300381,603369,1
300381,603567,1
300381,603997,1
300406,000156,0
300406,000513,0
300406,000538,1
300406,000568,1
300406,000858,1
300406,002019,0
300406,002022,1
300406,002126,0
300406,002275,1
300406,002294,1
300406,002304,0
300406,002550,0
300406,002566,1
300406,002590,1
300406,002603,0
300406,002664,0
300406,002688,0
300406,002755,1
300406,300026,1
300406,300039,0
300406,300119,1
300406,300194,0
300406,300258,1
300406,300428,1
300406,300434,1
300406,300485,1
300406,300580,1
300406,600079,0
300406,600196,0
300406,600211,1
300406,600332,1
300406,600380,0
300406,600422,1
300406,600513,1
300406,600535,0
300406,600559,0
300406,600594,1
300406,600699,0
300406,600702,1
300406,601579,1
300406,603006,1
300406,603089,1
300406,603158,1
300406,603166,0
300406,603306,1
300406,603358,1
300406,603369,1
300406,603567,1
300406,603788,0
300406,603919,0
300406,603997,1
300426,000030,1
300426,000423,0
300426,000566,0
300426,000581,1
300426,000625,0
300426,000752,0
300426,000760,0
300426,000766,0
300426,000802,0
300426,000892,0
300426,000908,0
300426,000927,0
300426,000980,0
300426,000981,0
300426,002048,1
300426,002102,1
300426,002198,0
300426,002219,0
300426,002269,0
300426,002284,0
300426,002349,0
300426,002370,0
300426,002435,0
300426,002437,0
300426,002445,0
300426,002486,0
300426,002502,0
300426,002592,0
300426,002656,0
300426,002662,0
300426,002703,0
300426,002739,0
300426,002740,0
300426,002750,0
300426,002765,0
300426,300006,0
300426,300027,0
300426,300086,0
300426,300100,0
300426,300108,0
300426,300111,0
300426,300133,0
300426,300176,0
300426,300182,0
300426,300199,0
300426,300336,0
300426,300439,0
300426,600129,0
300426,600146,0
300426,600177,1
300426,600189,0
300426,600199,0
300426,600227,0
300426,600238,0
300426,600365,0
300426,600480,0
300426,600518,0
300426,600530,0
300426,600572,0
300426,600781,1
300426,601777,0
300426,603009,0
300426,603555,0
300426,603779,0
300428,000156,1
300428,000848,1
300428,002304,1
300428,002603,1
300428,300039,1
300428,600196,1
300428,600211,0
300428,600380,1
300428,600557,1
300428,600559,1
300428,601965,1
300428,603166,1
300428,603306,0
300428,603919,1
300432,000030,1
300432,000338,0
300432,000581,1
300432,000848,1
300432,000869,1
300432,000951,0
300432,000999,0
300432,002003,1
300432,002020,0
300432,002029,0
300432,002048,1
300432,002102,1
300432,002283,0
300432,002737,1
300432,300497,1
300432,600056,0
300432,600066,1
300432,600177,1
300432,600197,1
300432,600252,0
300432,600398,0
300432,600420,0
300432,600479,0
300432,600557,1
300432,600742,0
300432,600750,0
300432,600781,1
300432,601965,1
300432,603035,0
300432,603198,1
300432,603518,1
300432,603808,0
300432,603839,1
300434,000156,1
300434,000513,1
300434,000538,0
300434,000700,1
300434,000858,0
300434,002019,1
300434,002022,0
300434,002126,1
300434,002287,1
300434,002294,0
300434,002304,1
300434,002317,1
300434,002434,1
300434,002536,1
300434,002566,0
300434,002590,0
300434,002603,1
300434,002688,1
300434,300005,1
300434,300026,0
300434,300039,1
300434,300119,0
300434,300194,1
300434,300485,0
300434,600059,1
300434,600196,1
300434,600380,1
300434,600513,0
300434,600535,1
300434,600559,1
300434,600594,0
300434,600671,1
300434,600699,1
300434,601799,1
300434,603006,0
300434,603166,1
300434,603358,0
300434,603369,0
300434,603567,0
300434,603919,1
300434,603997,0
300436,000403,1
300436,000518,0
300436,000534,0
300436,000590,0
300436,000788,0
300436,002581,0
300436,002646,0
300436,300009,0
300436,300601,0
300436,600351,0
300439,000030,1
300439,000802,0
300439,000892,0
300439,000927,0
300439,000981,0
300439,002102,1
300439,002740,0
300439,300006,0
300439,300111,0
300439,300133,0
300439,300336,0
300439,603555,0
300452,000156,1
300452,000513,1
300452,000538,0
300452,000568,0
300452,000700,1
300452,000858,0
300452,000919,0
300452,002019,1
300452,002022,0
300452,002126,1
300452,002287,1
300452,002294,0
300452,002304,1
300452,002317,1
300452,002434,1
300452,002536,1
300452,002550,1
300452,002566,0
300452,002590,0
300452,002603,1
300452,002664,1
300452,002688,1
300452,300005,1
300452,300026,0
300452,300039,1
300452,300119,0
300452,300194,1
300452,300258,0
300452,300406,1
300452,300434,0
300452,300485,0
300452,600006,1
300452,600059,1
300452,600079,1
300452,600196,1
300452,600380,1
300452,600513,0
300452,600535,1
300452,600559,1
300452,600594,0
300452,600671,1
300452,600699,1
300452,601579,0
300452,601799,1
300452,603006,0
300452,603089,0
300452,603158,0
300452,603166,1
300452,603239,1
300452,603358,0
300452,603369,0
300452,603567,0
300452,603788,1
300452,603919,1
300452,603997,0
300463,000156,1
300463,000513,1
300463,000538,0
300463,000568,0
300463,000596,1
300463,000700,1
300463,000858,0
300463,000915,1
300463,000919,0
300463,002019,1
300463,002022,0
300463,002126,1
300463,002287,1
300463,002294,0
300463,002304,1
300463,002317,1
300463,002328,0
300463,002332,1
300463,002365,1
300463,002434,1
300463,002536,1
300463,002550,1
300463,002566,0
300463,002569,1
300463,002590,0
300463,002603,1
300463,002664,1
300463,002688,1
300463,002728,1
300463,300005,1
300463,300026,0
300463,300039,1
300463,300119,0
300463,300194,1
300463,300255,1
300463,300258,0
300463,300294,1
300463,300381,1
300463,300406,1
300463,300434,0
300463,300452,0
300463,300485,0
300463,600006,1
300463,600059,1
300463,600079,1
300463,600081,1
300463,600196,1
300463,600299,0
300463,600380,1
300463,600513,0
300463,600535,1
300463,600559,1
300463,600594,0
300463,600671,1
300463,600699,1
300463,600779,1
300463,601579,0
300463,601799,1
300463,603006,0
300463,603089,0
300463,603158,0
300463,603166,1
300463,603239,1
300463,603358,0
300463,603369,0
300463,603567,0
300463,603788,1
300463,603919,1
300463,603997,0
300482,000403,1
300482,000790,0
300482,000860,0
300482,002510,0
300482,002773,0
300482,600519,1
300485,002317,1
300485,002566,0
300485,002590,0
300485,300039,1
300485,600059,1
300485,600380,1
300485,600513,0
300485,600559,1
300485,601799,1
300485,603369,0
300485,603919,1
300485,603997,0
300497,000338,1
300497,000848,0
300497,000869,0
300497,000951,1
300497,000999,1
300497,002003,0
300497,002275,1
300497,002737,0
300497,002755,1
300497,300428,1
300497,300580,1
300497,600056,1
300497,600211,1
300497,600252,1
300497,600420,1
300497,600422,1
300497,600479,1
300497,600557,0
300497,600702,1
300497,600742,1
300497,601965,0
300497,603035,1
300497,603198,0
300497,603306,1
300497,603518,0
300497,603808,1
300497,603839,0
300501,000156,1
300501,000513,1
300501,000538,0
300501,000559,0
300501,000568,0
300501,000596,1
300501,000700,1
300501,000858,0
300501,000915,1
300501,000919,0
300501,002001,1
300501,002019,1
300501,002022,0
300501,002038,0
300501,002126,1
300501,002287,1
300501,002294,0
300501,002304,1
300501,002317,1
300501,002328,0
300501,002332,1
300501,002343,1
300501,002365,1
300501,002412,0
300501,002434,1
300501,002503,1
300501,002536,1
300501,002550,1
300501,002566,0
300501,002569,1
300501,002590,0
300501,002603,1
300501,002664,1
300501,002688,1
300501,002728,1
300501,300005,1
300501,300026,0
300501,300039,1
300501,300119,0
300501,300194,1
300501,300255,1
300501,300258,0
300501,300294,1
300501,300381,1
300501,300406,1
300501,300434,0
300501,300452,0
300501,300463,0
300501,300485,0
300501,600006,1
300501,600059,1
300501,600079,1
300501,600081,1
300501,600196,1
300501,600299,0
300501,600380,1
300501,600513,0
300501,600535,1
300501,600559,1
300501,600594,0
300501,600671,1
300501,600686,0
300501,600699,1
300501,600779,1
300501,601579,0
300501,601799,1
300501,603006,0
300501,603037,1
300501,603089,0
300501,603158,0
300501,603166,1
300501,603239,1
300501,603358,0
300501,603369,0
300501,603567,0
300501,603788,1
300501,603919,1
300501,603997,0
300507,000403,1
300507,000572,1
300507,000597,1
300507,000665,0
300507,000790,0
300507,000799,1
300507,000813,0
300507,000860,0
300507,000989,1
300507,002007,1
300507,002166,0
300507,002239,1
300507,002363,0
300507,002390,1
300507,002411,1
300507,002424,0
300507,002433,1
300507,002448,1
300507,002485,0
300507,002510,0
300507,002568,0
300507,002593,1
300507,002644,1
300507,002653,0
300507,002762,0
300507,002773,0
300507,002817,1
300507,002821,1
300507,002826,1
300507,300158,1
300507,300233,1
300507,300251,1
300507,300291,0
300507,300363,0
300507,300482,0
300507,600085,1
300507,600088,1
300507,600132,1
300507,600136,1
300507,600161,0
300507,600195,1
300507,600216,1
300507,600222,1
300507,600303,1
300507,600375,1
300507,600400,0
300507,600519,1
300507,600521,1
300507,600523,0
300507,600600,1
300507,600613,0
300507,600789,1
300507,600809,0
300507,600960,0
300507,601595,1
300507,601689,0
300507,603456,0
300507,603566,1
300507,603658,1
300519,000156,0
300519,000513,0
300519,000538,1
300519,000559,1
300519,000568,1
300519,000858,1
300519,000919,1
300519,002001,0
300519,002019,0
300519,002022,1
300519,002038,1
300519,002085,1
300519,002126,0
300519,002154,1
300519,002275,1
300519,002294,1
300519,002304,0
300519,002328,1
300519,002332,0
300519,002412,1
300519,002550,0
300519,002566,1
300519,002590,1
300519,002603,0
300519,002664,0
300519,002688,0
300519,002728,0
300519,002755,1
300519,300026,1
300519,300039,0
300519,300119,1
300519,300194,0
300519,300255,0
300519,300258,1
300519,300406,0
300519,300428,1
300519,300434,1
300519,300452,1
300519,300463,1
300519,300485,1
300519,300501,1
300519,300580,1
300519,600006,0
300519,600079,0
300519,600081,0
300519,600196,0
300519,600211,1
300519,600285,1
300519,600299,1
300519,600332,1
300519,600380,0
300519,600422,1
300519,600513,1
300519,600535,0
300519,600559,0
300519,600594,1
300519,600686,1
300519,600699,0
300519,600702,1
300519,601238,1
300519,601566,1
300519,601579,1
300519,603006,1
300519,603037,0
300519,603089,1
300519,603158,1
300519,603166,0
300519,603306,1
300519,603319,1
300519,603358,1
300519,603369,1
300519,603567,1
300519,603589,1
300519,603669,1
300519,603788,0
300519,603919,0
300519,603997,1
300528,000403,1
300528,000518,0
300528,000534,0
300528,000590,0
300528,000788,0
300528,002581,0
300528,002646,0
300528,300009,0
300528,300436,0
300528,300558,0
300528,300585,0
300528,300601,0
300528,600351,0
300528,600789,1
300534,000403,1
300534,000518,0
300534,000534,0
300534,000590,0
300534,000729,0
300534,000788,0
300534,000957,0
300534,002239,1
300534,002252,0
300534,002265,0
300534,002581,0
300534,002646,0
300534,002715,0
300534,002821,1
300534,002826,1
300534,300009,0
300534,300110,0
300534,300142,0
300534,300147,0
300534,300204,0
300534,300436,0
300534,300528,0
300534,300558,0
300534,300583,0
300534,300585,0
300534,300601,0
300534,600088,1
300534,600107,0
300534,600136,1
300534,600178,0
300534,600213,0
300534,600300,0
